ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,,Address,Delivery time,Food type,,,,,,,,,,,,,,,,,,,,,,
197025,Ghatkopar East,Mumbai,Brijwasi Sweets Original Since 1946 - Gd Group,250,4.1,100,,Ghatkopar Vikhroli,45,Desserts,Sweets,,,,,,,,,,,,,,,,,,,,,
197123,Central Bangalore,Bangalore,Kadamba Foodline,400,2.9,80,,Central Bangalore,47,South Indian,,,,,,,,,,,,,,,,,,,,,,
197194,Lake Town,Kolkata,Denzong Delight,200,4,100,,Lake Town,71,Chinese,Tibetan,,,,,,,,,,,,,,,,,,,,,
197496,Abids,Hyderabad,Abids Bistro  Royalton Hotel,450,2.9,80,,Abids & Koti,57,Chinese,Kebabs,,,,,,,,,,,,,,,,,,,,,
197513,Matunga,Mumbai,Coffee By Di Bella,800,4.6,100,,Matunga Wadala,57,Cafe  Desserts  Chinese,,,,,,,,,,,,,,,,,,,,,,
197699,Annamalai Colony,Chennai,Yakebab - Charcoal Grilled Treat,300,4.2,100,,Vadapalani,77,Arabian,Biryani,,,,,,,,,,,,,,,,,,,,,
197935,Richmond Town,Bangalore,Goodness Grills,350,3.8,100,,Aga Abdullah Street,39,Healthy Food,Continental,,,,,,,,,,,,,,,,,,,,,
197971,Himayath Nagar,Hyderabad,Cfc Chinese Food Court,200,2.9,80,,Himayath Nagar,37,Chinese,,,,,,,,,,,,,,,,,,,,,,
198334,Perambur,Chennai,Ammavin Aduppankarai,400,4.1,500,,Perambur,64,Chettinad,Chinese,,,,,,,,,,,,,,,,,,,,,
198342,Ponniammanmedu,Chennai,Red Chilly Kitchen,400,4,50,,Perambur,71,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
198344,Ellisbridge,Ahmedabad,The Biryani Life,200,3.9,50,,Panchvati Ellis Bridge,32,Biryani,Hyderabadi,,,,,,,,,,,,,,,,,,,,,
198476,Andheri East,Mumbai,Cafe Sahar,300,4,20,,Andheri East,56,North Indian  Chinese  Mughlai  Desserts  Fast Food,,,,,,,,,,,,,,,,,,,,,,
198575,Dharavi,Mumbai,New Bismillah Restaurant,500,3.3,20,,Sion Bhakti Park,49,Indian,Tandoor ,,,,,,,,,,,,,,,,,,,,,
198881,New Alipore,Kolkata,Agarwal'S Street Cafe,200,2.9,80,,Jadavpur,91,American,Fast Food,,,,,,,,,,,,,,,,,,,,,
199142,Taltala,Kolkata,Acs Chinese Flavour,300,4,500,,Esplanade,45,Chinese,,,,,,,,,,,,,,,,,,,,,,
199253,Kurla,Mumbai,Shizusan,1500,2.9,80,,Kurla,47,Japanese,Asian,,,,,,,,,,,,,,,,,,,,,
199317,Himayath Nagar,Hyderabad,Breakfast Express,200,4.3,100,,Himayath Nagar,33,Continental  North Indian  South Indian  Beverages,,,,,,,,,,,,,,,,,,,,,,
199381,Bopodi,Pune,Ganga Chinese Centre,150,2.9,80,,Bhimjyot Nagar,63,Chinese,,,,,,,,,,,,,,,,,,,,,,
199773,Anna Nagar,Chennai,Vimalam Mess,700,4.3,100,,Annanagar,60,South Indian,,,,,,,,,,,,,,,,,,,,,,
200193,Shivajinagar,Pune,Bebe Di Rasoi - Punjabi,300,4.1,500,,Sb Road,48,North Indian,Punjabi,,,,,,,,,,,,,,,,,,,,,
200240,Juhapura,Ahmedabad,Bait Al Majlis,350,4.1,50,,Sarkhej,47,Chinese,Biryani,,,,,,,,,,,,,,,,,,,,,
200531,Central Kolkata,Kolkata,Riyasat-E-Hind,400,3.9,50,,Central Kolkata,65,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
200716,Khar West,Mumbai,Desi Shawarma,200,2.9,80,,Opposite Singapore Arcade,56,Fast Food  Street Food  Arabian,,,,,,,,,,,,,,,,,,,,,,
200773,Park Street Area,Kolkata,Fabcafe By Fabindia,1000,4.4,100,,Brahmachari Street,58,Indian,Continental,,,,,,,,,,,,,,,,,,,,,
200790,Teynampet,Chennai,Fabcafe By Fabindia,1000,4.3,100,,New Area,57,Healthy Food,North Indian,,,,,,,,,,,,,,,,,,,,,
200833,Anna Nagar,Chennai,Momo Sa-Khang By Kailash Kitchen,200,4.7,500,,Annanagar,52,Chinese,,,,,,,,,,,,,,,,,,,,,,
200993,Aundh,Pune,Fabcafe By Fabindia,1000,4.4,100,,Aundh,70,North Indian,Healthy Food,,,,,,,,,,,,,,,,,,,,,
201122,Andheri East,Mumbai,Mba In Khichdi,300,4.1,20,,Marol Industrial Estate,51,Home Food,Indian,,,,,,,,,,,,,,,,,,,,,
201134,Kalina,Mumbai,Sultan'S Shawarma,200,3.6,20,,Scruz Bandra East,38,Lebanese,Fast Food,,,,,,,,,,,,,,,,,,,,,
201164,Gopalapuram,Chennai,The Bowl Company,300,4.2,5000,,Royapettah,55,Continental,North Indian,,,,,,,,Combo,European,Grill,Hyderabadi,Indian,Italian,Kebabs,Lucknowi,Mediterranean,Mexican,Mughlai,Oriental,Pastas,Punjab
201165,Gopalapuram,Chennai,Homely,200,4.3,1000,,Royapettah,52,Home Food,North Indian,,,,,,,,Lucknowi,Maharashtrian,Mangalorean,Punjabi,Rajasthani,Snacks,Sweets,Thalis,,,,,,
201280,Adugodi,Bangalore,Pvr Cafe,400,2.9,80,,Koramangala,63,Snacks,Fast Food,,,,,,,,,,,,,,,,,,,,,
201300,Pitam Pura,Delhi,Khichdi Experiment,250,4.3,100,,Rohini,33,Home Food,Indian,,,,,,,,Desserts,Beverages,Kebabs,,,,,,,,,,,
201309,Sakivihar,Mumbai,Khichdi Experiment,250,4.3,100,,Sakivihar,49,Home Food,Indian,,,,,,,,Desserts,Beverages,Kebabs,,,,,,,,,,,
201389,Powai Area,Mumbai,Saptami - Holiday Inn,550,4.3,20,,Powai Area,60,Continental,Indian,,,,,,,,,,,,,,,,,,,,,
201590,Domlur,Bangalore,Hungry B,250,3.8,20,,Indiranagar,60,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
201726,Old Washermanpet,Chennai,Spicy Tadka,300,4.3,20,,Royapettah,59,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
201959,Banjara Hills,Hyderabad,Ohri'S Uppu,400,3,20,,Banjara Hills,68,Andhra,South Indian,,,,,,,,,,,,,,,,,,,,,
202047,Adugodi,Bangalore,Malabar Biriyani World,250,4.3,20,,Koramangala,55,Biryani,Kerala,,,,,,,,,,,,,,,,,,,,,
202182,Ballygunge,Kolkata,Adil Biryani Restaurant,300,4.2,100,,Central Kolkata,56,Biryani,Kebabs,,,,,,,,,,,,,,,,,,,,,
202631,Toli Chowki,Hyderabad,Adam Bakers,150,3.9,50,,Tolichowki,68,Bakery,,,,,,,,,,,,,,,,,,,,,,
202723,Wanowrie,Pune,Noble Bake Food,100,4,20,,Wanowrie,64,Bakery,,,,,,,,,,,,,,,,,,,,,,
202889,Taltala,Kolkata,Tung Fong,1200,4.5,500,,Central Kolkata,56,Asian,Chinese,,,,,,,,,,,,,,,,,,,,,
203481,Andheri East,Mumbai,Bhayankar Burgers,400,4,100,,Marol Industrial Estate,58,American,,,,,,,,,,,,,,,,,,,,,,
203485,Lake Town,Kolkata,Meals 'O' Memories,200,4.1,100,,Lake Town,67,Continental  Indian  Chinese  Snacks  Beverages,,,,,,,,,,,,,,,,,,,,,,
203641,Andheri East,Mumbai,Wakka Makka Chinese,400,3.8,500,,Marol Industrial Estate,51,Chinese  Asian  Oriental  Tibetan  Desserts,,,,,,,,,,,,,,,,,,,,,,
203703,Bandra East,Mumbai,Great Indian Meals,300,4,50,,Scruz Bandra East,42,Mangalorean  North Indian  South Indian  Malwani,,,,,,,,,,,,,,,,,,,,,,
203736,Bandra East,Mumbai,Medha Malvan,250,3.8,20,,Scruz Bandra East,48,Seafood,Malwani,,,,,,,,,,,,,,,,,,,,,
203746,Bandra East,Mumbai,Zesty Kitchen,500,4,100,,Scruz Bandra East,44,North Indian,South Indian,,,,,,,,,,,,,,,,,,,,,
203758,Bandra East,Mumbai,Jamai Shoshthi,500,4.2,500,,Scruz Bandra East,44,Bengali,Biryani,,,,,,,,,,,,,,,,,,,,,
203947,Bidhannagar,Kolkata,Hyatt-La Cucina,400,2.9,80,,Hyatt Regencysaltlake,59,Indian,Asian,,,,,,,,,,,,,,,,,,,,,
204007,Andheri East,Mumbai,The Momo Factory,150,3.1,20,,Andheri East,55,Chinese,,,,,,,,,,,,,,,,,,,,,,
204010,Antop Hill,Mumbai,Mini Punjab,300,3.9,100,,Sion Bhakti Park,54,Chinese  North Indian,,,,,,,,,,,,,,,,,,,,,,
204319,Jogupalya,Bangalore,Earthen Delights,240,4.6,50,,Cambridge Layout,52,Kerala,,,,,,,,,,,,,,,,,,,,,,
204330,Erandwane,Pune,Burger It Up,400,4.3,50,,Kothrud,52,American,Continental,,,,,,,,,,,,,,,,,,,,,
204535,Kasba,Kolkata,Sampa Snacks,200,3.9,100,,Ruby Area,66,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
204576,Thousand Lights,Chennai,Royal Fast Food,200,3.8,20,,Nungambakkam,49,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
205007,Shivajinagar,Pune,Yolkshire,300,4.3,100,,Shivaji Nagar,35,Healthy Food,European,,,,,,,,,,,,,,,,,,,,,
205183,Kurla,Mumbai,"Mumbai	Eats",300,2.9,80,,Kurla,42,Chinese  Tandoor  Biryani,,,,,,,,,,,,,,,,,,,,,,
205226,Shyamal,Ahmedabad,R.K. Maggi Pasta And Coffee Bar,300,4.3,100,,Prahlad Nagar,44,Fast Food,North Indian,,,,,,,,,,,,,,,,,,,,,
205228,Bidhannagar,Kolkata,Veerji Malai Chaap Wale,350,4,100,,Salt Lake,61,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
205306,Kurla,Mumbai,Tibb'S Frankie (Tilak Nagar),200,4,100,,Tilak Nagar,35,Fast Food  Snacks  North Indian  Mexican  Beverages,,,,,,,,,,,,,,,,,,,,,,
205417,Sayedpura,Surat,Nawab'S Kitchen,300,4.3,500,,Lal Gate,37,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
205475,Domlur,Bangalore,Deja Bowl,300,4.2,20,,Indiranagar,57,North Indian,Home Food,,,,,,,,,,,,,,,,,,,,,
205562,Baranagar,Kolkata,Lokenath Restaurant,250,3.9,100,,North Dumdum,66,Indian,,,,,,,,,,,,,,,,,,,,,,
205609,Tollygunge,Kolkata,New Banglar Rannaghar,200,4.1,100,,Golf Gardens  Tollygunge,91,Chinese  Indian,,,,,,,,,,,,,,,,,,,,,,
206503,Rohini,Delhi,Rohini Rasoi,250,2.9,80,,Rohini,38,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
206586,Ponniammanmedu,Chennai,Jannath Chicken,250,2.7,20,,Madhavaram - Manali,75,Indian,,,,,,,,,,,,,,,,,,,,,,
207097,Near Lal Gate Ramlal Bazarsapuipara,Kolkata,Kebabs In Roll - Ramlal Bazar,300,4.1,50,,Near Lal Gate Ramlal Bazarsapuipara,88,Kebabs,Biryani,,,,,,,,,,,,,,,,,,,,,
207574,Andheri East,Mumbai,Taste Of Kolkata,250,3.8,100,,Sahar Airport Road,50,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
207669,Powai Area,Mumbai,Chimichurri - All Day Asian Diner,1300,4.4,100,,Powai Area,57,Asian,Japanese,,,,,,,,,,,,,,,,,,,,,
207679,Shyam Bazar,Kolkata,Chows And Rolls,250,3.8,50,,Hatibagan,68,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
208031,Athwa,Surat,Ocean Star,300,2.9,80,,Nr Panas Gaam,51,North Indian,Seafood,,,,,,,,,,,,,,,,,,,,,
208175,Indiranagar,Bangalore,Milano Ice Cream,200,4.7,500,,Indiranagar,51,Ice Cream,Desserts,,,,,,,,,,,,,,,,,,,,,
208249,Khairtabad,Hyderabad,Al Karam Kalyani Biryani,200,3.1,20,,Somajiguda & Khairtabad,55,Biryani,,,,,,,,,,,,,,,,,,,,,,
208556,Gokhalenagar,Pune,The Flame Burger,300,2.9,80,,Near Dominossenapati Bapat Road,47,Snacks,,,,,,,,,,,,,,,,,,,,,,
208720,Kurla,Mumbai,Mad Burgers And Pizza,300,3.5,20,,Chembur,44,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
208734,Dhankawadi,Pune,Burger N More,200,3.2,20,,Dhankawadi,74,Indian,,,,,,,,,,,,,,,,,,,,,,
208829,Royapuram,Chennai,Kulfi Treat,200,2.9,80,,Suriya Narayana Road,58,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
208859,Kurla,Mumbai,Al Baik Fast Food,250,4.1,20,,Kurla,36,Fast Food,,,,,,,,,,,,,,,,,,,,,,
208982,Khokhra,Ahmedabad,Food Zone,200,4.3,20,,Maninagar,47,North Indian,Snacks,,,,,,,,,,,,,,,,,,,,,
209225,Chembur,Mumbai,London Dairy,200,2.9,80,,Chembur,45,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
209502,Kurla,Mumbai,The Kitchen  (Chinese & Grills),300,4.2,100,,Chembur,39,Chinese,Kebabs,,,,,,,,,,,,,,,,,,,,,
209917,Vasanth Nagar,Bangalore,Tata Cha Now Qmin,200,4.2,100,,Cunningham Road,46,Beverages,Bakery,,,,,,,,Sweets,Indian,Combo,Parsi,,,,,,,,,,
210127,Ashok Nagar,Bangalore,Crazy Pizza,400,2.9,80,,Magrath Rd Ashok Nagar,48,Fast Food,Italian,,,,,,,,,,,,,,,,,,,,,
210403,Nampally,Hyderabad,Milan Juice Centre,150,4,1000,,Nampally,30,Arabian,Juices,,,,,,,,,,,,,,,,,,,,,
210638,Dapodi,Pune,Lf 91 Cafe And Restaurant,250,2.9,80,,Sangvi,74,Indian,,,,,,,,,,,,,,,,,,,,,,
210945,Shivaji Nagar,Bangalore,Royal Restaurant,300,3.8,100,,Central Bangalore,38,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
211008,Sion,Mumbai,Modern Lunch Home,600,4.4,100,,Sion Bhakti Park,47,Chinese,Konkan,,,,,,,,,,,,,,,,,,,,,
211172,Uppal,Hyderabad,Tif In,150,3.5,20,,Uppal Beerappagada,73,Snacks  South Indian,,,,,,,,,,,,,,,,,,,,,,
211185,Periyamet,Chennai,Mcrennett,350,4.3,20,,Purasawalkam,37,Bakery,,,,,,,,,,,,,,,,,,,,,,
211444,Santacruz East,Mumbai,Famous Chinese,300,2.9,80,,Scruz Bandra East,35,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
211814,T Nagar,Chennai,Kommune,350,2.9,80,,T Nagar,65,Desserts,Italian,,,,,,,,,,,,,,,,,,,,,
212246,Maninagar,Ahmedabad,Bhimsingh Paties,150,4.1,20,,Maninagar,37,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
212592,Cit Nagar,Chennai,Arcot Royal Biriyani And Fastfood,200,3.5,50,,T Nagar,71,Biryani,Fast Food,,,,,,,,,,,,,,,,,,,,,
212615,Jogupalya,Bangalore,New Dillibite,300,2.9,80,,Cambridge Layout Jogupalya,47,Bengali,Chinese,,,,,,,,,,,,,,,,,,,,,
212837,Alwarpet,Chennai,Teppan,1000,4.6,20,,Alwarpet,75,Japanese,,,,,,,,,,,,,,,,,,,,,,
212930,Scruz Bandra East,Mumbai,The Great Chinese,150,2.9,80,,Bandra Kurla Complex Santcruz East,40,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
213314,Chembur,Mumbai,Tara Punjab,500,3.9,20,,Chembur,46,North Indian,Punjabi,,,,,,,,,,,,,,,,,,,,,
213643,Erandwane,Pune,Slurpy Shakes,200,4.4,100,,Kothrud,47,Beverages,Ice Cream,,,,,,,,,,,,,,,,,,,,,
213645,Erandwane,Pune,Cupcake Bliss Cake & Desserts,150,4.1,100,,Kothrud,51,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
213654,Erandwane,Pune,Warmoven Cake & Desserts,200,4.3,100,,Kothrud,51,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
213655,Erandwane,Pune,Indiana Burgers,200,4.2,50,,Kothrud,53,American,Fast Food,,,,,,,,,,,,,,,,,,,,,
213934,Erandwane,Pune,Absolute China,200,3.9,500,,Kothrud,34,Chinese,,,,,,,,,,,,,,,,,,,,,,
213935,Vijay Nagar Colony,Hyderabad,Roosterville,200,3.7,100,,Santoshnagar & Saidabad,68,Indian,,,,,,,,,,,,,,,,,,,,,,
214074,Udhna,Surat,Taste Of Eggs,200,2.9,80,,Bamroli Road,44,North Indian,,,,,,,,,,,,,,,,,,,,,,
214175,Pulikeshi Nagar,Bangalore,Green Cravings,350,3.9,50,,Coles Road,47,Healthy Food,Continental,,,,,,,,,,,,,,,,,,,,,
214318,New Malakpet,Hyderabad,Pvr Cafe,400,3.5,20,,Kothapet & Dilsukhnagar,47,Snacks,Fast Food,,,,,,,,,,,,,,,,,,,,,
214521,Gopipura,Surat,Chinese Point,200,3.4,20,,Nanpura,40,Chinese,,,,,,,,,,,,,,,,,,,,,,
214809,Gowliguda,Hyderabad,Hotel Niagara,450,3.9,1000,,New Area,23,Haleem,Arabian,,,,,,,,,,,,,,,,,,,,,
214833,Pashan,Pune,Cnp House - Chicken And Paratha,350,3.9,20,,Orange County Baner Pashan Link Road,75,North Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
214964,Asif Nagar,Hyderabad,Lingaiah Hotel,200,4.5,100,,Mallepally,33,South Indian,,,,,,,,,,,,,,,,,,,,,,
214967,University Area,Ahmedabad,The Chocolate Heaven,300,2.9,80,,Navrangpura,44,Desserts,,,,,,,,,,,,,,,,,,,,,,
215427,Kurla,Mumbai,Pukhtaan,1900,2.9,80,,Kurla,42,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
215442,Indiranagar,Bangalore,Nanav Stores And Cafe,350,2.9,80,,Indiranagar,64,Beverages,Fast Food,,,,,,,,,,,,,,,,,,,,,
215922,Pashan,Pune,Chizzlers,700,2.9,80,,Baner,75,Chinese,,,,,,,,,,,,,,,,,,,,,,
216077,Kondhwa,Pune,Fat Panda,250,3.2,20,,Kedari Nagar Wanowrie,71,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
216730,Khairtabad,Hyderabad,Anupama Hotel,250,3.7,20,,Banjara Hills,45,Biryani,South Indian,,,,,,,,,,,,,,,,,,,,,
216980,Vadapalani,Chennai,Masala Street,50,3.5,20,,Vadapalani,85,Chinese,Continental,,,,,,,,,,,,,,,,,,,,,
217047,Saki Naka,Mumbai,Navratna Hotel,200,4.2,50,,Marol Sakinaka,41,North Indian,,,,,,,,,,,,,,,,,,,,,,
217502,Kothrud,Pune,Khandeshi Tadka,250,3.5,20,,Karve Road,61,Maharashtrian,,,,,,,,,,,,,,,,,,,,,,
217781,Alwarpet,Chennai,Ricky'S Cookies,300,4.9,20,,Alwarpet,70,Cafe,Snacks,,,,,,,,,,,,,,,,,,,,,
217836,Santacruz,Mumbai,Canteen Central - Burgers Pastas And More,300,4.2,100,,Scruz Bandra East,41,American  Pastas  Snacks  Desserts  Beverages  North Indian  Asian,,,,,,,,,,,,,,,,,,,,,,
217899,Vesu,Surat,Kurtosshhh,500,2.9,80,,Prime Shoppers Vesu,64,Fast Food,,,,,,,,,,,,,,,,,,,,,,
218029,Shahpore,Surat,Royal Crush Pizzas & Burger,300,3.7,50,,Lal Gate,44,Fast Food,Italian,,,,,,,,,,,,,,,,,,,,,
218137,Topsia,Kolkata,Nigars Kitchen,200,3.8,20,,Ruby Area,77,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
218142,Andheri East,Mumbai,Arey O Sambhar,350,3.8,20,,Marol Industrial Estate,52,South Indian,,,,,,,,,,,,,,,,,,,,,,
218183,Vesu,Surat,D Healthy Hobbit,200,4.5,20,,Vesu,63,Continental,Healthy Food,,,,,,,,,,,,,,,,,,,,,
218353,Karve Nagar,Pune,Biryani King,300,2.9,80,,Wakad,64,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
218372,Topsia,Kolkata,Afsa Biriyani,200,2.9,80,,Tangra,71,Biryani,,,,,,,,,,,,,,,,,,,,,,
218475,Frazer Town,Bangalore,Hotel Zam Zam,250,2.9,80,,Geddalahalli,64,Biryani,North Indian,,,,,,,,,,,,,,,,,,,,,
218634,Ayanavaram,Chennai,Food Finger,200,4.2,20,,Kilpauk,57,Indian,,,,,,,,,,,,,,,,,,,,,,
218650,Teynampet,Chennai,Kake Da Punjabi Dhabba,350,4.2,500,,Alwarpet,64,North Indian,Punjabi,,,,,,,,,,,,,,,,,,,,,
218894,Magarpatta,Pune,Amhi Kolhapuri,200,3.6,50,,Hadapsar,38,Maharashtrian,North Indian,,,,,,,,,,,,,,,,,,,,,
219201,Indiranagar,Bangalore,Bangalore Mandarin,800,4.3,500,,Indiranagar,51,Chinese,,,,,,,,,,,,,,,,,,,,,,
219476,Tagore Garden Extension,Delhi,Cake@99,100,2.9,80,,Road No 28,73,Bakery,,,,,,,,,,,,,,,,,,,,,,
219586,Althan,Surat,Sainath Omelette,150,2.9,80,,Althan,46,Fast Food,North Indian,,,,,,,,,,,,,,,,,,,,,
219711,Indiranagar,Bangalore,The Bowl Life,250,4.3,100,,Indiranagar,52,Asian,North Indian,,,,,,,,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi,,,
219718,Pitam Pura,Delhi,Bowlsome,250,3.9,100,,Rohini,35,Asian,North Indian,,,,,,,,Pan-Asian,Bengali,Mangalorean,Kashmiri,Lucknowi,Chinese,Sweets,Kebabs,Combo,Rajasthani,Awadhi,,,
219818,Chembur,Mumbai,Mothers Kitchen,400,3.8,100,,Inlaks Hospital Road,52,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
219974,Adajan,Surat,Live Egg Station,300,4.1,1000,,Nr Pal Rto,52,North Indian,Snacks,,,,,,,,,,,,,,,,,,,,,
220046,Mylapore,Chennai,Food Point,200,4.2,20,,Mylapore,56,Juices,Snacks,,,,,,,,,,,,,,,,,,,,,
220133,Aundh,Pune,Blue Dragon Chinese Katta,200,4,50,,Aundh,64,Chinese,,,,,,,,,,,,,,,,,,,,,,
220642,Indiranagar,Bangalore,Breakfast Express,200,4.2,500,,Appareddy Palya,52,Continental,North Indian,,,,,,,,Desserts,,,,,,,,,,,,,
220772,Ashok Nagar,Bangalore,Aubree,800,4.3,100,,Central Bangalore,29,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
221076,Paschim Vihar,Delhi,Roll King,300,2.9,80,,Dda Gole Market A-4 Block,57,Indian,,,,,,,,,,,,,,,,,,,,,,
221262,Sector 73,Delhi,Hashtag Foods,400,3.9,100,,Ground Floor Rg Mall,37,Continental,Italian,,,,,,,,,,,,,,,,,,,,,
221321,Anna Nagar,Chennai,Chai Truck,200,4.1,500,,Annanagar,76,Continental,American,,,,,,,,,,,,,,,,,,,,,
221697,Barabazar Market,Kolkata,Nice Fried Chicken,250,2.9,80,,Burrabazar,50,Chinese,,,,,,,,,,,,,,,,,,,,,,
221798,Annanagar East,Chennai,Madro Cafe,300,4.1,20,,Annanagar,70,Italian,Mexican,,,,,,,,,,,,,,,,,,,,,
221870,Periyamet,Chennai,Creamee N Spicee,300,2.9,80,,Purasawalkam,37,Fast Food,Pizzas,,,,,,,,,,,,,,,,,,,,,
222096,Rohini,Delhi,Squeezer Juice And Shakes,250,3.9,20,,Rohini,34,Juices,Beverages,,,,,,,,,,,,,,,,,,,,,
222404,Andheri East,Mumbai,Oh ! Dum Biryani Taste Bangal,200,3.8,20,,Andheri East,50,Biryani,,,,,,,,,,,,,,,,,,,,,,
222499,Pulikeshi Nagar,Bangalore,Cane Fresh,50,4.4,50,,Coles Road,39,Indian,Beverages,,,,,,,,,,,,,,,,,,,,,
222720,Cit Nagar,Chennai,Mandarin Oak- The Heavenly Chinese,350,4.1,20,,Cit Nagar,94,Chinese,Asian,,,,,,,,,,,,,,,,,,,,,
222893,Jodhpur Park,Kolkata,Brewbakes Cafe Jodhpur Park,500,4.4,20,,Jadavpur,84,American,Cafe,,,,,,,,,,,,,,,,,,,,,
223311,Andheri East,Mumbai,Only Roti'S,250,4.6,50,,Pream Nagar Sakivihar Road,61,Fast Food,,,,,,,,,,,,,,,,,,,,,,
223314,Dum Dum,Kolkata,Khawabo Jatane Fast Food,200,4.3,20,,Jawpur Road,88,Chinese,Mughlai,,,,,,,,,,,,,,,,,,,,,
223507,Shivaji Nagar,Pune,Aasing'S Kitchen,150,2.9,80,,Shivaji Nagar,45,Continental,,,,,,,,,,,,,,,,,,,,,,
223632,Kondhwa,Pune,Homely Meals @69,150,4,100,,Kothrud,69,Home Food,,,,,,,,,,,,,,,,,,,,,,
223936,Triplicane,Chennai,Mamieyaar Veedu,400,4.1,20,,Royapettah,49,Chettinad,South Indian,,,,,,,,,,,,,,,,,,,,,
223939,Himayath Nagar,Hyderabad,Rice++,100,3.9,20,,Narayanguda,33,Healthy Food,,,,,,,,,,,,,,,,,,,,,,
223990,Himayath Nagar,Hyderabad,Eggsplode,150,4.2,100,,Narayanguda,33,Salads,French,,,,,,,,,,,,,,,,,,,,,
223991,Himayath Nagar,Hyderabad,Break The Bread - Sandwiches And Burgers,200,3.8,50,,Narayanguda,35,Continental,Fast Food,,,,,,,,,,,,,,,,,,,,,
224001,Himayath Nagar,Hyderabad,The Burrito Bowl,200,4.2,50,,Narayanguda,34,Mexican  Beverages,,,,,,,,,,,,,,,,,,,,,,
224120,Kodihalli,Bangalore,Lo! - Low Carb And Keto Foods,150,4.5,100,,Indiranagar,54,Healthy Food,Keto,,,,,,,,,,,,,,,,,,,,,
224125,Andheri East,Mumbai,Hybrid Theory Cafe & Bistro (Coffee Pizza Pasta Sandwiches Burgers & More),450,3.9,20,,Marol Sakinaka,53,Continental,Pastas,,,,,,,,,,,,,,,,,,,,,
224130,Banjara Hills,Hyderabad,Lo! - Low Carb And Keto Foods,150,4.3,500,,Devera Konda Basti,61,Healthy Food  Keto  North Indian  Continental,,,,,,,,,,,,,,,,,,,,,,
224349,Karve Nagar,Pune,Nawabi Zaika,200,3.8,20,,Karve Nagar,57,Fast Food,Street Food,,,,,,,,,,,,,,,,,,,,,
224354,Bhowanipore,Kolkata,Kake D Hatti,400,3.9,500,,Central Kolkata,66,North Indian,,,,,,,,,,,,,,,,,,,,,,
224426,Purasaiwakkam,Chennai,Faasos,200,4.2,100,,Purasaiwakkam,46,Combo,Snacks,,,,,,,,,,,,,,,,,,,,,
224427,Purasaiwakkam,Chennai,Behrouz Biryani,500,4.2,100,,Purasaiwakkam,48,Biryani,Mughlai,,,,,,,,,,,,,,,,,,,,,
224428,Purasaiwakkam,Chennai,Oven Story Pizza,600,4.1,100,,Purasaiwakkam,51,Pizzas,,,,,,,,,,,,,,,,,,,,,,
224429,Purasaiwakkam,Chennai,Firangi Bake,400,4.3,50,,Purasaiwakkam,51,Italian,Mexican,,,,,,,,,,,,,,,,,,,,,
224430,Purasaiwakkam,Chennai,Sweet Truth - Cake And Desserts,450,4.2,50,,Purasaiwakkam,47,Ice Cream,Bakery,,,,,,,,,,,,,,,,,,,,,
224431,Purasaiwakkam,Chennai,The Good Bowl,400,4.2,50,,Purasaiwakkam,46,North Indian,Punjabi,,,,,,,,Hyderabadi,Mughlai,,,,,,,,,,,,
224432,Purasaiwakkam,Chennai,The Biryani Life,250,4.1,50,,Purasaiwakkam,50,Biryani,Hyderabadi,,,,,,,,,,,,,,,,,,,,,
224476,Vadgaon Budruk,Pune,Hotel Al Madeena,300,2.9,80,,Narhe,83,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
224482,Vadgaon Budruk,Pune,Master Chef,300,4,20,,Narhe,78,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
