ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,,Address,Delivery time,Food type,,,,,,,,,,,,,,,,,,,,,,
367760,Ramgopalpet,Hyderabad,New Sharma Chat House,150,4.2,50,,Begumpet,58,Chaat  Snacks  Beverages,,,,,,,,,,,,,,,,,,,,,,
367769,Chintal,Hyderabad,Lucky Restaurant,300,4,10000,,Banjara Hills,38,Biryani,Tandoor,,,,,,,,,,,,,,,,,,,,,
367793,Kothrud,Pune,Sukhi De Parathe,150,2.9,80,,Kothrud,73,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
367938,Kavadiguda,Hyderabad,Nice Tiffins,200,4.1,20,,Nallakunta & Vidyanagar,41,South Indian,,,,,,,,,,,,,,,,,,,,,,
367946,Ballygunge,Kolkata,The Magical Place,300,2.9,80,,Central Kolkata,62,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
367965,Lake Gardens,Kolkata,Swade Bengali,300,2.9,80,,Jadavpur,88,Thalis,Biryani,,,,,,,,,,,,,,,,,,,,,
368003,Jodhpur Village,Ahmedabad,Rajshree Sandwich,200,2.9,80,,Prahlad Nagar,45,Fast Food,,,,,,,,,,,,,,,,,,,,,,
368032,Shyam Bazar,Kolkata,Chowman,700,4.4,1000,,Burrabazar,50,Asian,Chinese,,,,,,,,,,,,,,,,,,,,,
368072,Nungambakkam,Chennai,Kev'S Abra'Kebab'Ra - The Kebab Shack,350,4.4,20,,Nungambakkam,57,Kebabs,Chinese,,,,,,,,,,,,,,,,,,,,,
368251,Kalighat,Kolkata,Sir Oven O Bake,400,2.9,80,,South Kolkata,70,Pizzas,,,,,,,,,,,,,,,,,,,,,,
368307,Kachiguda,Hyderabad,New Handi Biryani,200,3.9,20,,Himayath Nagar,29,Chinese,Biryani,,,,,,,,,,,,,,,,,,,,,
368427,Malleshwaram,Bangalore,Btr - Bhatinda Tiffin Room,250,4.1,100,,Malleshwaram,55,North Indian,Thalis,,,,,,,,,,,,,,,,,,,,,
368434,Ameerpet,Hyderabad,Sai Ganesh Tiffins,50,4,100,,Ameerpet,64,Street Food  South Indian,,,,,,,,,,,,,,,,,,,,,,
368565,Kodambakkam,Chennai,Stone Age Bbq'S,450,2.9,80,,Kodambakkam,76,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
368576,Banashankari,Bangalore,Chinese Trail,350,3.3,20,,Srinivasnagar Circle,57,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
368585,Himayatnagar,Hyderabad,Burger Bros,200,4,100,,Chikkadpally,33,Snacks,,,,,,,,,,,,,,,,,,,,,,
368651,T. Nagar,Chennai,The Tap House,400,2.9,80,,T Nagar,78,Chinese,Continental,,,,,,,,,,,,,,,,,,,,,
368721,Khar West,Mumbai,Rhino Rolls - Mighty Big,300,4,20,,Bandra West,51,Fast Food  Snacks  Indian  Beverages,,,,,,,,,,,,,,,,,,,,,,
368887,Wallace Garden,Chennai,Coffee? Since 1999,600,4.7,100,,Royapettah,50,Beverages,Continental,,,,,,,,,,,,,,,,,,,,,
368898,Beleghata,Kolkata,Foodland,500,2.9,80,,Burrabazar,55,Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
368923,Belgachia,Kolkata,Grill Ghar,200,2.9,80,,Lake Town,63,Chinese,,,,,,,,,,,,,,,,,,,,,,
368949,Lake Town,Kolkata,Krishna Food,200,2.9,80,,Lake Town,66,Paan  Sweets  Fast Food,,,,,,,,,,,,,,,,,,,,,,
368980,Koregaon Park,Pune,Yummy Chinese Cafe,280,2.9,80,,Kalyani Nagar,53,Chinese,,,,,,,,,,,,,,,,,,,,,,
369003,Maharshi Nagar,Pune,Manali Cool Club,300,2.9,80,,Swargate,45,Beverages,,,,,,,,,,,,,,,,,,,,,,
369008,Camp,Pune,Venky'S Chicken Xperience,400,2.9,80,,Bibwewadi,68,Chinese,Mughlai,,,,,,,,,,,,,,,,,,,,,
369058,Chembur,Mumbai,Toshin Chocolatier Patissier,1000,2.9,80,,Kurla,39,Desserts,Ice Cream,,,,,,,,,,,,,,,,,,,,,
369079,Saki Naka,Mumbai,Indo Chinese Korner,800,2.9,80,,Sakinaka Junction,44,Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
369124,Perambur,Chennai,Cake Feast,300,4.4,100,,Kolathur,68,Desserts,Bakery,,,,,,,,,,,,,,,,,,,,,
369125,Perambur,Chennai,Metro Cakes,300,4.5,20,,Kolathur,68,Desserts,,,,,,,,,,,,,,,,,,,,,,
369152,Moosarambagh,Hyderabad,Pista House Bakery & Restaurant,300,4.1,1000,,Kothapet & Dilsukhnagar,42,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
369174,Rajouri Garden,Delhi,Tamba,400,4,100,,Najafgarh Rd,76,North Indian,Mughlai,,,,,,,,,,,,,,,,,,,,,
369202,Indiranagar,Bangalore,Rumi,500,4,100,,Indiranagar,61,Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
369224,Gariahat,Kolkata,Uns Cafe & Dining,200,4.5,20,,South Kolkata,78,Indian,Bengali,,,,,,,,,,,,,,,,,,,,,
369228,Paschim Vihar,Delhi,Brown Munde,300,4.3,100,,Paschim Vihar,53,Chinese,Italian,,,,,,,,,,,,,,,,,,,,,
369270,Guttahalli,Bangalore,Shreyas Non Veg,400,2.9,80,,Malleshwaram,54,Indian,,,,,,,,,,,,,,,,,,,,,,
369448,Gandhi Nagar,Chennai,Atithi Restaurant,250,4.1,100,,Nungambakkam,39,Indian,Bengali,,,,,,,,,,,,,,,,,,,,,
369497,Santacruz East,Mumbai,Grill And Chill,200,4.4,20,,Scruz Bandra East,38,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
369509,New Nallakunta,Hyderabad,Kung Pao Kitchen,300,4.1,100,,Himayath Nagar,34,Chinese,,,,,,,,,,,,,,,,,,,,,,
369520,Sima Nagar,Surat,Chotiwala Restuarant,200,2.9,80,,Rander,61,Indian,,,,,,,,,,,,,,,,,,,,,,
369534,New Nallakunta,Hyderabad,Jai Bhavani Spicy Hot Fast Food Centre,100,3.8,100,,Chikkadpally,29,Street Food,Indian,,,,,,,,,,,,,,,,,,,,,
369642,Jayanagar,Bangalore,Basaveshwar Khanavali,300,4.2,100,,Jayanagar,48,Indian,,,,,,,,,,,,,,,,,,,,,,
369743,Kilpauk,Chennai,Fusion Kitchen,300,4.3,100,,Annanagar,60,Chinese,Beverages,,,,,,,,,,,,,,,,,,,,,
369795,Cox Town,Bangalore,Snack A Way By Itc Master Chef,450,4,20,,Gate 4 Jeevanahalli Main Rd,62,Fast Food,Mughlai,,,,,,,,,,,,,,,,,,,,,
369949,Toli Chowki,Hyderabad,Arabesq - Kunafa & Shawarma,200,3.7,50,,Mehdipatnam,66,Arabian,Lebanese,,,,,,,,,,,,,,,,,,,,,
369953,Huda Complex,Hyderabad,Burger Eat'S,300,2.9,80,,Kothapet & Dilsukhnagar,64,Snacks,Biryani,,,,,,,,,,,,,,,,,,,,,
369970,Himayath Nagar,Hyderabad,Arancini,700,3.6,100,,Human Tekdi,37,Pizzas,American,,,,,,,,,,,,,,,,,,,,,
369997,Aundh,Pune,Crazy Momos,200,4.2,50,,Aundh,63,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
370009,Kothrud,Pune,Crazy Momos,200,4.5,100,,Kothrud,49,Chinese,Continental,,,,,,,,,,,,,,,,,,,,,
370024,Ameerpet,Hyderabad,Sri Ganesh Fruit Juice,100,4.4,100,,Ameerpet,71,Street Food  Indian  Beverages,,,,,,,,,,,,,,,,,,,,,,
370034,T. Nagar,Chennai,The Smoothie Cult,160,2.9,80,,T Nagar,74,Beverages,Juices,,,,,,,,,,,,,,,,,,,,,
370128,Golpark,Kolkata,Breads And Curries,300,4.3,100,,South Kolkata,78,Bengali,Combo,,,,,,,,,,,,,,,,,,,,,
370144,Kachiguda,Hyderabad,Patel'S Chips And Crisps,350,4.4,100,,Himayath Nagar,25,Indian,,,,,,,,,,,,,,,,,,,,,,
370235,Navrangpura,Ahmedabad,The Blue Oven,600,4.2,20,,Navrangpura,35,Pizzas,Italian,,,,,,,,,,,,,,,,,,,,,
370238,Koti,Hyderabad,The Indiway,500,4.1,100,,Human Tekdi,41,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
370258,Maninagar,Ahmedabad,The Black Olive,300,2.9,80,,Maninagar,52,Pizzas,Continental,,,,,,,,,,,,,,,,,,,,,
370293,Warje,Pune,Woods Only Chinese,150,3.2,20,,Warje,65,Chinese,,,,,,,,,,,,,,,,,,,,,,
370318,Kodungaiyur,Chennai,Khan Bhai Biriyani,280,4.1,100,,Perambur,63,Biryani,Chinese,,,,,,,,,,,,,,,,,,,,,
370337,Central Bangalore,Bangalore,Keventers - Milkshakes And Desserts,300,4.4,50,,Third Floor Garuda Mall,47,Beverages,Ice Cream,,,,,,,,,,,,,,,,,,,,,
370359,Rajouri Garden,Delhi,Pa Pa Ya,800,4.1,100,,Najafgarh Road Block-Z,76,Japanese,Pan-Asian,,,,,,,,,,,,,,,,,,,,,
370370,Rohini,Delhi,Oye Chhotu,300,2.9,80,,Rohini,47,Mughlai,North Indian,,,,,,,,,,,,,,,,,,,,,
370418,Santacruz East,Mumbai,Shri Laxmi Lunch Home,300,2.9,80,,Scruz Bandra East,40,Indian,,,,,,,,,,,,,,,,,,,,,,
370419,New Tippasandra,Bangalore,Hungry Burgers,300,2.9,80,,New Thippasandra Main Road,64,Continental,Fast Food,,,,,,,,,,,,,,,,,,,,,
370420,New Tippasandra,Bangalore,Kati Rolls Junction,300,3.3,20,,New Thippasandra Main Road,63,Indian,,,,,,,,,,,,,,,,,,,,,,
370442,Indiranagar,Bangalore,Araku Coffee,400,2.9,80,,Indiranagar,53,Cafe,Beverages,,,,,,,,,,,,,,,,,,,,,
370471,Beleghata,Kolkata,Cafe Stadia,280,2.9,80,,Salt Lake,57,Oriental,Indian,,,,,,,,,,,,,,,,,,,,,
370527,Annamalai Colony,Chennai,The Kathi Roll Jail,300,4,50,,Vadapalani,83,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
370573,Baguiati,Kolkata,A Little Happiness,250,2.9,80,,Lake Town,94,Indian,,,,,,,,,,,,,,,,,,,,,,
370682,Vesu,Surat,1441 Pizzeria,800,3.7,20,,Piplod,63,Italian,Pizzas,,,,,,,,,,,,,,,,,,,,,
370690,Kavadiguda,Hyderabad,Rushty Reataurant Chat Sandwich And Juice,150,2.9,80,,Nallakunta & Vidyanagar,51,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
370704,Indiranagar,Bangalore,India Bistro,750,4.4,100,,Indiranagar,59,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
370720,Chembur,Mumbai,Rv'S Juice And Snacks,200,2.9,80,,Chembur,45,Juices,Snacks,,,,,,,,,,,,,,,,,,,,,
370900,Gopalapuram,Chennai,Jd Cafe,300,3.3,20,,Royapettah,53,Juices,Beverages,,,,,,,,,,,,,,,,,,,,,
370913,Perambur,Chennai,Metro Burger,350,4.2,20,,Perambur,73,Indian,,,,,,,,,,,,,,,,,,,,,,
371085,Tangra,Kolkata,Him Cream,200,2.9,80,,Salt Lake,60,Ice Cream,Bakery,,,,,,,,,,,,,,,,,,,,,
371156,Peravallur,Chennai,Hotel Friends Food Court,250,4.1,100,,Peravallur,60,South Indian,North Indian,,,,,,,,,,,,,,,,,,,,,
371203,Koramangala,Bangalore,Southern Soul Restaurant,250,4.1,100,,Koramangala,56,South Indian,,,,,,,,,,,,,,,,,,,,,,
371242,Santacruz East,Mumbai,China House Restaurant By Grand Hyatt Mumbai,1800,2.9,80,,Santacruz East,56,Chinese  Pan-Asian  Tibetan  Oriental  Mongolian,,,,,,,,,,,,,,,,,,,,,,
371249,Kestopur,Kolkata,Malatir Hesel,300,4,50,,Kestopur,85,Chinese,Biryani,,,,,,,,,,,,,,,,,,,,,
371351,Mehdipatnam,Hyderabad,Andhra Meals,200,4,1000,,Mehdipatnam,46,South Indian,,,,,,,,,,,,,,,,,,,,,,
371393,Perambur,Chennai,The Cake Centre,300,4.3,50,,Perambur,67,Bakery,,,,,,,,,,,,,,,,,,,,,,
371401,Vadgaon Budruk,Pune,Shivsagar Pure Veg,300,2.9,80,,Narhe,81,North Indian,Fast Food,,,,,,,,,,,,,,,,,,,,,
371595,Rohini,Delhi,Momo Shomo,300,4.2,100,,Rohini,40,Asian,Chinese,,,,,,,,,,,,,,,,,,,,,
371652,Purasaiwakkam,Chennai,Mad Over Donuts,200,4,50,,Purasaiwakkam,47,Desserts,Sweets,,,,,,,,,,,,,,,,,,,,,
371678,Saki Naka,Mumbai,Al-Baik.Com,300,2.9,80,,Kurlajarimari,43,Beverages,Snacks,,,,,,,,,,,,,,,,,,,,,
371698,Powai,Mumbai,Jj. Waffle,250,4,20,,Sakinaka,47,Desserts  Bakery  Beverages,,,,,,,,,,,,,,,,,,,,,,
371701,Rohini,Delhi,Atrangi Food Cafe,250,2.9,80,,Rohini,49,Chinese,Continental,,,,,,,,,,,,,,,,,,,,,
371702,University Area,Ahmedabad,Sapna Maggi & Pasta,200,2.9,80,,Navrangpura,45,Continental,,,,,,,,,,,,,,,,,,,,,,
371795,Adajan,Surat,Urban Chinese -By Urban Punjab,150,3.6,50,,Adajan,45,Chinese,Snacks,,,,,,,,,,,,,,,,,,,,,
371799,Aminjikarai,Chennai,Big Show Restaurant,300,2.9,80,,Arumbakkam,61,Indian,,,,,,,,,,,,,,,,,,,,,,
371809,Nagole,Hyderabad,Cake For You,250,4.4,20,,Kothapet & Dilsukhnagar,69,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
371825,Koramangala,Bangalore,Sera'S Cuisine,300,4.2,20,,Koramangala,60,Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
371856,Kothrud,Pune,Punjabi Kitchen,250,2.9,80,,Kothrud,56,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
372027,Tangra,Kolkata,Golden Platter,300,2.9,80,,Burrabazar,65,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
372149,Kurla West,Mumbai,Mughal Flavour Grand,500,4.1,100,,Kurla,41,North Indian,Mughlai,,,,,,,,,,,,,,,,,,,,,
372200,Kurla,Mumbai,New Lajawaab Seekh Corner,200,4.3,100,,Kurla,34,Indian,,,,,,,,,,,,,,,,,,,,,,
372208,Rohini,Delhi,Moonmoon - Juicy Crustwiches,300,4.3,100,,Rohini,40,Fast Food,American,,,,,,,,,,,,,,,,,,,,,
372279,Bidhannagar,Kolkata,Twisty,300,4.4,50,,Salt Lake,57,Beverages,Ice Cream,,,,,,,,,,,,,,,,,,,,,
372310,Thousand Lights,Chennai,Cookie Man,200,2.9,80,,Royapettah,52,Australian,Bakery,,,,,,,,,,,,,,,,,,,,,
372329,Chembur,Mumbai,Ivy Restaurant,1500,4.7,50,,Kurla,47,Chinese,Seafood,,,,,,,,,,,,,,,,,,,,,
372429,Gandhi Nagar,Chennai,Cafe Dig In,800,2.9,80,,Nungambakkam,56,Continental,Desserts,,,,,,,,,,,,,,,,,,,,,
372462,Dhankawadi,Pune,Shree Bedi'S Paratha House,250,3.6,20,,Dhankawadi,71,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
372476,Pal Gam,Surat,Mahakali Dal Bati,200,4.6,20,,Adajan,53,Rajasthani,,,,,,,,,,,,,,,,,,,,,,
372495,Kothapet,Hyderabad,The Burger Chefs,500,2.9,80,,Nagole X Road,67,Pizzas,Fast Food,,,,,,,,,,,,,,,,,,,,,
372498,Andheri East,Mumbai,Roasters By Radisson Blu,400,2.9,80,,Marol Maroshi Road,62,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
372527,Kothrud,Pune,Meeraki Chinese,250,2.9,80,,Kothrud,60,Chinese,,,,,,,,,,,,,,,,,,,,,,
372536,Ameerpet,Hyderabad,Hungry Burger,200,2.9,80,,Ameerpet,70,Chinese,,,,,,,,,,,,,,,,,,,,,,
372550,Narayan Peth,Pune,Akkags T.R Sharma Shegoan Kachori Center,100,2.9,80,,Shivaji Nagar,37,Street Food,,,,,,,,,,,,,,,,,,,,,,
372562,Kasba,Kolkata,Gupta Brother And Sisters,150,4.3,100,,Ruby Area,74,Bengali,Indian,,,,,,,,,,,,,,,,,,,,,
372603,Ramesh Nagar,Delhi,The Dineroom,450,4.6,20,,Club Road,73,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
372612,Rohini,Delhi,Curry Mantra,400,2.9,80,,Rohini,46,Chinese,Italian,,,,,,,,,,,,,,,,,,,,,
372669,T. Nagar,Chennai,Fipola Grill House,350,3.3,100,,T Nagar,65,Grill,Seafood,,,,,,,,,,,,,,,,,,,,,
372861,Ghatkopar,Mumbai,Fryeo,300,2.9,80,,Ghatkopar Vikhroli,49,Beverages,Ice Cream,,,,,,,,,,,,,,,,,,,,,
372902,Domlur,Bangalore,The Sugar Free Keto Kafe - By Artinci,200,4.7,50,,Domlur,60,Ice Cream,Healthy Food,,,,,,,,,,,,,,,,,,,,,
372994,Ponniammanmedu,Chennai,Lassi Shop - Kolathur,200,4.2,100,,Perambur,66,Ice Cream,Beverages,,,,,,,,,,,,,,,,,,,,,
373000,Ramesh Nagar,Delhi,Currchi,400,4.1,100,,Punjabi Bagh,67,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
373099,Central Bangalore,Bangalore,Butter Delivery,600,2.9,80,,2Nd Ub City,37,North Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
373104,Patel Nagar,Surat,Delhi Ke Mashoor Chole Bhature,150,3.7,50,,Varachha,58,North Indian,,,,,,,,,,,,,,,,,,,,,,
373277,Ghatkopar West,Mumbai,Shahi Restaurant,500,3.5,20,,Ghatkopar Vikhroli,43,Chinese,North Indian,,,,,,,,,,,,,,,,,,,,,
373280,Aundh,Pune,Rang De Basanti,600,2.9,80,,Aundh,76,Indian,,,,,,,,,,,,,,,,,,,,,,
373312,Jodhpur Park,Kolkata,Wok For Life,300,2.9,80,,Jadavpur,94,Chinese,Combo,,,,,,,,,,,,,,,,,,,,,
373344,Ghatkopar East,Mumbai,Cibo 29,500,2.9,80,,Near Vikrant Circle  Ghatkopar East,45,Fast Food  Pizzas  Pastas  Beverages  Desserts,,,,,,,,,,,,,,,,,,,,,,
373466,Basavanagudi,Bangalore,Chotu Motu Vadapavwala,100,2.9,80,,Basavanagudi,50,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
373468,Sampangi Rama Nagar,Bangalore,Kudla - Hotel Ramanashree,1500,2.9,80,,Central Bangalore,38,Mangalorean,Seafood,,,,,,,,,,,,,,,,,,,,,
373510,Chembur,Mumbai,The Unique Family Restaurant,250,4.4,20,,Chembur,54,North Indian  Tandoor  Chinese  Seafood  Biryani,,,,,,,,,,,,,,,,,,,,,,
373563,Kalyani Nagar,Pune,Ori Story - Chinese & Oriental,300,2.9,80,,Kalyani Nagar,70,Chinese,Oriental,,,,,,,,,,,,,,,,,,,,,
373731,Central Bangalore,Bangalore,Grand Foodies Restaurant,220,2.9,80,,Central Bangalore,46,Street Food,Indian,,,,,,,,,,,,,,,,,,,,,
373737,Kothapet,Hyderabad,Viyaala Vaari Vindhu,300,4,50,,Kothapet & Dilsukhnagar,58,South Indian,,,,,,,,,,,,,,,,,,,,,,
373756,Rajajinagar,Bangalore,Chaska,200,2.9,80,,Basaveshwaranagar,68,Fast Food,Snacks,,,,,,,,,,,,,,,,,,,,,
373836,Bandra Area,Mumbai,The Mexican Box,800,3.8,20,,Scruz Bandra East,41,Mexican,,,,,,,,,,,,,,,,,,,,,,
373963,Bhowanipore,Kolkata,Pocket Meal 99,200,3.8,1000,,Alipore,63,North Indian,Biryani,,,,,,,,,,,,,,,,,,,,,
373986,Bidhannagar,Kolkata,Krazee Kulcha,400,4,20,,Bidhannagar,69,Indian,,,,,,,,,,,,,,,,,,,,,,
374027,Kothrud,Pune,New Aswad Gomantak,200,2.9,80,,Kothrud,55,Indian,Seafood,,,,,,,,,,,,,,,,,,,,,
374028,Jayanagar,Bangalore,The Cafe Bar - Jayanagar,250,2.9,80,,Jayanagar,54,Beverages,European,,,,,,,,,,,,,,,,,,,,,
374107,Santacruz East,Mumbai,Sushiya,400,2.9,80,,Scruz Bandra East,39,Sushi,,,,,,,,,,,,,,,,,,,,,,
374113,Anna Nagar,Chennai,Taste Of Italy,300,4.3,20,,Annanagar,70,Italian-American,,,,,,,,,,,,,,,,,,,,,,
374134,Alwarpet,Chennai,Bread And Chocolate,300,4.6,100,,Alwarpet,65,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
374165,Kothrud,Pune,Billion Burger,200,4.3,20,,Kothrud,55,Fast Food,American,,,,,,,,,,,,,,,,,,,,,
374173,Nungambakkam,Chennai,Burmese Cafe,280,3.9,50,,Nungambakkam,49,Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
374208,Kurla,Mumbai,Jamie Oliver'S Diner,500,2.9,80,,Kurla,56,Fast Food,American,,,,,,,,,,,,,,,,,,,,,
374213,Vesu,Surat,The Bungalow Cafe,300,4.7,20,,Piplod,58,Snacks,Fast Food,,,,,,,,,,,,,,,,,,,,,
374315,Marol Maroshi Road,Mumbai,Falafel'S,600,4.2,100,,Sanabil Banquets Hall,48,Lebanese,,,,,,,,,,,,,,,,,,,,,,
374317,Marol Maroshi Road,Mumbai,General Tsos Kitchen,600,2.9,80,,Sanabil Banquets Hall,52,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
374318,Marol Maroshi Road,Mumbai,El Jefe'S Mexicana,600,2.9,80,,Sanabil Banquets Hall,54,Mexican,,,,,,,,,,,,,,,,,,,,,,
374351,Central Bangalore,Bangalore,Haagen Dazs,600,4.4,20,,Phoenix Arcade,32,Ice Cream,,,,,,,,,,,,,,,,,,,,,,
374368,Kodungaiyur,Chennai,Italian Kings Park,350,2.9,80,,Perambur,70,Italian,Snacks,,,,,,,,,,,,,,,,,,,,,
374402,Koregaon Park,Pune,Butter Brews - Koregaon Park,600,2.9,80,,Kalyani Nagar,56,European,Continental,,,,,,,,,,,,,,,,,,,,,
374517,Ghatkopar East,Mumbai,Cafe Jethwa Food Corner,300,2.9,80,,Ghatkopar Vikhroli,55,Continental,Beverages,,,,,,,,,,,,,,,,,,,,,
374531,Ellisbridge,Ahmedabad,Jumboking Indian Burger,400,4,50,,Navrangpura,29,Fast Food,,,,,,,,,,,,,,,,,,,,,,
374548,Chembur,Mumbai,Hot N Spice,400,2.9,80,,Chembur,40,Chinese,Indian,,,,,,,,,,,,,,,,,,,,,
374615,Vikhroli West,Mumbai,Ammu'S Kitchen,500,2.9,80,,Ghatkopar Vikhroli,58,Chinese  Biryani  Indian  Tandoor  Desserts,,,,,,,,,,,,,,,,,,,,,,
374649,L.P.Savani,Surat,Jani Locho & Khaman House,300,4.3,100,,Adajan,51,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
374840,Kurla,Mumbai,Hotel Rudra,250,2.9,80,,Kurla,36,Chinese,,,,,,,,,,,,,,,,,,,,,,
374962,Rajouri Garden,Delhi,Mr Crust Bakers,400,4.5,100,,Rajouri Garden,67,Bakery,Desserts,,,,,,,,,,,,,,,,,,,,,
375044,Sarkhej Road,Ahmedabad,Karim'S Restaurant,500,2.9,80,,Laldarwaja,51,Indian,Tandoor,,,,,,,,,,,,,,,,,,,,,
375119,Shyam Bazar,Kolkata,New Madras Tiffin,250,4.4,100,,Burrabazar,41,South Indian,Beverages,,,,,,,,,,,,,,,,,,,,,
375137,Andheri East,Mumbai,Kusum Rolls,200,3.8,50,,Marol Naka,46,Indian,,,,,,,,,,,,,,,,,,,,,,
375219,Entally,Kolkata,Om Snacks Center,300,2.9,80,,Central Kolkata,53,Chinese,Tandoor,,,,,,,,,,,,,,,,,,,,,
375297,Santacruz West,Mumbai,La Petit Boulangerie,400,4.5,20,,Prabhat Colony  Santacruz East.,53,Bakery  Desserts,,,,,,,,,,,,,,,,,,,,,,
375321,Bhawani Peth,Pune,Hotel Bismillah,300,4.2,50,,Camp,36,North Indian,,,,,,,,,,,,,,,,,,,,,,
375322,Bhawani Peth,Pune,Hotel Shamiaana,300,2.9,80,,Camp,36,North Indian,,,,,,,,,,,,,,,,,,,,,,
375326,Bhawani Peth,Pune,Hotel Zamzam,300,4.1,20,,Camp,38,North Indian,Chinese,,,,,,,,,,,,,,,,,,,,,
375329,Bhawani Peth,Pune,Hotel New Star,300,2.9,80,,Camp,36,North Indian,,,,,,,,,,,,,,,,,,,,,,
375337,Bhawani Peth,Pune,Hotel Buff Special,300,4.5,20,,Camp,39,North Indian,,,,,,,,,,,,,,,,,,,,,,
375382,Indiranagar,Bangalore,Artinci - Indulge Guilt Free!,200,4.7,50,,Domlur,56,Ice Cream,Healthy Food,,,,,,,,,,,,,,,,,,,,,
375404,Kodungaiyur,Chennai,Shero Home - Sambar Poriyal & Rasam,350,4.1,50,,Madhavaram - Manali,84,South Indian,Home Food,,,,,,,,,,,,,,,,,,,,,
375485,Mylapore,Chennai,Thirsty Inc.,250,2.9,80,,Mylapore,71,Beverages,Juices,,,,,,,,,,,,,,,,,,,,,
375491,Piplod,Surat,Firangi Zayka,150,2.9,80,,Piplod,65,Fast Food,,,,,,,,,,,,,,,,,,,,,,
375544,Bidhannagar,Kolkata,Bhooter Raja Dilo Bor,800,4.2,100,,Salt Lake,85,Bengali,,,,,,,,,,,,,,,,,,,,,,
375576,Bhawani Peth,Pune,Hotel Maharashtra,300,4.1,20,,Camp,45,North Indian,,,,,,,,,,,,,,,,,,,,,,
375592,Anna Nagar,Chennai,Erode Amman Mess,300,4.3,1000,,Annanagar,65,North Indian,South Indian,,,,,,,,,,,,,,,,,,,,,
375593,Gulbai Tekra,Ahmedabad,The American Eatery | Superdonuts,600,4.5,50,,Navrangpura,35,American,Desserts,,,,,,,,,,,,,,,,,,,,,
375637,Ballygunge,Kolkata,House Of Dimsums,650,3.8,20,,Central Kolkata,76,Chinese,Thai,,,,,,,,,,,,,,,,,,,,,
375657,Vadapalani,Chennai,Yummioza Chinese Restaurant,300,2.9,80,,Vadapalani,80,Chinese,,,,,,,,,,,,,,,,,,,,,,
375674,Koramangala,Bangalore,Indus Spice House [Ish],700,2.9,80,,Koramangala,68,North Indian,,,,,,,,,,,,,,,,,,,,,,
375675,Kalighat,Kolkata,Tea Time,200,4.5,50,,South Kolkata,59,Beverages,,,,,,,,,,,,,,,,,,,,,,
375676,Bhowanipore,Kolkata,Marbella'S,800,4.3,50,,Central Kolkata,61,Continental,American,,,,,,,,,,,,,,,,,,,,,
375733,Magarpatta,Pune,Diamond Restaurant,300,2.9,80,,Magarpatta,78,North Indian,,,,,,,,,,,,,,,,,,,,,,
375750,Mehdipatnam,Hyderabad,Js Fast Food,250,2.9,80,,Tolichowki,61,North Indian,Indian,,,,,,,,,,,,,,,,,,,,,
375753,Kothrud,Pune,Zatka Misal,300,2.9,80,,Kothrud,51,South Indian,Beverages,,,,,,,,,,,,,,,,,,,,,
375776,Anna Nagar,Chennai,Biggies Burger,300,4.1,100,,Annanagar,70,Fast Food,Beverages,,,,,,,,,,,,,,,,,,,,,
375783,Deccan Gymkhana,Pune,Greedy Momos,100,4,20,,Shivaji Nagar,36,Chinese,Fast Food,,,,,,,,,,,,,,,,,,,,,
375792,Kuber Nagar,Ahmedabad,Best Omlet,200,2.9,80,,Naroda,86,Street Food,Snacks,,,,,,,,,,,,,,,,,,,,,
375828,New Magdalla,Surat,K S Verandah,800,4.5,20,,Piplod,66,Pan-Asian,Continental,,,,,,,,,,,,,,,,,,,,,
375855,Sector V Salt Lake,Kolkata,Slay Coffee,200,4.3,100,,Sector V,70,Beverages,Desserts,,,,,,,,,,,,,,,,,,,,,
